                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     11,                0.42916,                0.64026,                0.31837,                0.87683,                0.94732,                0.96465,                0.96811,                0.88159,                0.95423,                0.96846,                 0.9747,                0.79176,                0.43482,                0.61886,                0.32827,                0.77478,             0.00057867,             0.00057867,             0.00057867
                     12,                0.41981,                0.63033,                0.31361,                0.87607,                0.95282,                0.96015,                0.97197,                0.88108,                0.94588,                0.96767,                0.97441,                0.78907,                 0.4291,                0.61453,                0.30879,                0.76905,             0.00055964,             0.00055964,             0.00055964
                     13,                0.42122,                0.62428,                0.31091,                0.87518,                0.95234,                0.95996,                0.96993,                0.88317,                 0.9553,                0.96372,                0.97095,                0.77535,                0.44111,                0.68848,                 0.3135,                0.77414,             0.00054061,             0.00054061,             0.00054061
                     14,                0.41575,                0.62333,                0.30819,                0.87323,                 0.9561,                0.94941,                0.97219,                0.88875,                0.95717,                0.95359,                0.97473,                0.78623,                0.42823,                0.63448,                0.32285,                0.77042,             0.00052157,             0.00052157,             0.00052157
                     15,                0.41515,                0.62399,                0.30681,                0.87159,                0.95543,                0.96598,                0.97111,                0.88621,                0.95891,                0.97239,                0.97644,                0.78834,                0.43187,                0.62284,                0.29878,                0.77083,             0.00050254,             0.00050254,             0.00050254
                     16,                 0.4113,                0.61403,                0.30261,                 0.8722,                0.95406,                0.96838,                0.97328,                0.89459,                0.96002,                0.97259,                0.97806,                0.79746,                0.39854,                 0.6064,                0.29405,                0.76062,             0.00048351,             0.00048351,             0.00048351
                     17,                0.40645,                0.60575,                0.30024,                 0.8708,                0.94828,                0.96681,                0.96983,                0.88575,                0.95241,                0.95962,                0.96935,                0.79412,                0.41299,                0.59454,                0.29626,                0.76046,             0.00046448,             0.00046448,             0.00046448
                     18,                0.40902,                0.60184,                0.29764,                 0.8722,                0.95358,                 0.9626,                0.97033,                 0.8769,                0.95316,                0.96048,                 0.9688,                0.78448,                0.42529,                0.61166,                0.29664,                0.77482,             0.00044544,             0.00044544,             0.00044544
                     19,                0.40413,                0.60157,                0.29421,                0.87014,                 0.9509,                0.96434,                0.97141,                0.89502,                0.95783,                0.97005,                0.97781,                0.80126,                0.38433,                0.56112,                0.28719,                0.75538,             0.00042641,             0.00042641,             0.00042641
                     20,                0.40397,                 0.5987,                0.29399,                0.87286,                0.95042,                0.96755,                0.97359,                0.88896,                0.95377,                0.96852,                0.97764,                0.78467,                0.40133,                0.62117,                0.28609,                0.76326,             0.00040738,             0.00040738,             0.00040738
                     21,                0.40077,                0.59926,                0.29213,                 0.8708,                0.95197,                0.97152,                0.97581,                 0.8932,                0.95653,                0.96831,                0.98003,                0.79697,                0.40964,                0.60013,                 0.3005,                0.76239,             0.00038835,             0.00038835,             0.00038835
                     22,                0.39589,                0.59091,                0.28881,                0.86833,                 0.9535,                 0.9674,                0.97642,                0.89443,                0.95944,                0.95882,                0.97391,                0.79305,                0.40432,                0.59364,                0.28497,                0.76589,             0.00036931,             0.00036931,             0.00036931
                     23,                0.39366,                0.59098,                0.28751,                0.86888,                0.95633,                0.96673,                 0.9727,                0.88446,                0.96015,                0.96411,                0.97399,                0.79241,                0.42485,                0.61425,                0.28303,                0.77231,             0.00035028,             0.00035028,             0.00035028
                     24,                0.39213,                0.58277,                0.28295,                0.86785,                0.94802,                0.96877,                0.97106,                0.89525,                0.95079,                0.97095,                0.97344,                0.79412,                0.41386,                0.60083,                0.28434,                0.76831,             0.00033125,             0.00033125,             0.00033125
                     25,                0.39044,                0.58741,                0.28264,                0.86681,                0.95537,                0.96296,                 0.9712,                0.89312,                0.96167,                0.96961,                0.97461,                0.79617,                0.41561,                0.58302,                0.28255,                0.76838,             0.00031221,             0.00031221,             0.00031221
                     26,                  0.385,                0.57657,                0.27792,                0.86519,                0.95487,                0.96732,                0.97446,                0.89547,                 0.9654,                0.95888,                0.97445,                 0.8005,                0.41225,                0.58873,                0.27226,                0.76161,             0.00029318,             0.00029318,             0.00029318
                     27,                0.38486,                0.58369,                 0.2792,                0.86381,                 0.9498,                0.97176,                0.97053,                0.89332,                0.95246,                0.97324,                0.97382,                0.79116,                0.38985,                0.59271,                0.27265,                0.76237,             0.00027415,             0.00027415,             0.00027415
                     28,                 0.3829,                0.56716,                0.27665,                 0.8658,                0.95328,                0.97059,                0.97434,                0.89589,                0.95289,                 0.9674,                0.97284,                0.79627,                0.40154,                0.57678,                0.27359,                0.76672,             0.00025512,             0.00025512,             0.00025512
                     29,                0.38213,                0.57123,                0.27375,                0.86541,                0.95964,                0.96608,                0.97366,                0.89103,                0.95979,                0.96452,                0.97531,                0.79235,                0.40897,                0.59561,                0.27293,                0.77093,             0.00023608,             0.00023608,             0.00023608
                     30,                0.37564,                0.55879,                0.26944,                0.86571,                0.94945,                0.97196,                0.97655,                0.89744,                0.96197,                0.96369,                0.97905,                0.79752,                0.40478,                 0.5854,                0.27646,                0.76557,             0.00021705,             0.00021705,             0.00021705
                     31,                0.34601,                 0.5574,                0.24326,                0.84032,                0.95711,                 0.9693,                0.97639,                0.90425,                0.95635,                0.96774,                0.97632,                 0.8015,                0.36194,                0.51245,                 0.2703,                0.75519,             0.00019802,             0.00019802,             0.00019802
                     32,                0.33963,                0.53922,                0.23624,                0.83862,                0.95175,                0.97045,                 0.9758,                0.90761,                 0.9581,                0.96685,                0.97775,                0.80901,                0.34793,                0.50358,                0.26564,                 0.7524,             0.00017898,             0.00017898,             0.00017898
                     33,                0.33372,                0.53106,                0.23316,                0.83865,                0.96247,                0.95812,                0.97714,                0.91146,                0.96209,                0.95559,                0.97303,                0.81087,                0.33524,                0.49741,                0.26174,                0.74934,             0.00015995,             0.00015995,             0.00015995
                     34,                0.33003,                0.52629,                0.22743,                0.83754,                0.95137,                0.97167,                0.97748,                 0.9111,                0.95696,                0.96702,                0.97893,                0.81945,                0.34904,                0.49551,                 0.2592,                0.75268,             0.00014092,             0.00014092,             0.00014092
                     35,                0.32552,                0.52221,                 0.2248,                0.83717,                0.95668,                0.96259,                0.97739,                0.91145,                0.96092,                0.96496,                0.97939,                0.81646,                0.34374,                 0.5045,                0.25927,                0.75219,             0.00012189,             0.00012189,             0.00012189
                     36,                0.32103,                0.51299,                0.22169,                0.83298,                0.95205,                0.97259,                0.97723,                0.90941,                0.96718,                0.96101,                0.97692,                0.81689,                0.34473,                0.49638,                0.25749,                0.75198,             0.00010285,             0.00010285,             0.00010285
                     37,                0.31985,                0.51625,                0.22004,                0.83472,                 0.9573,                0.96656,                0.97789,                 0.9103,                0.96152,                0.96931,                0.98006,                0.81724,                0.34584,                 0.4977,                0.25957,                0.75294,             8.3821e-05,             8.3821e-05,             8.3821e-05
                     38,                0.31602,                0.51623,                0.21888,                0.83463,                0.95493,                 0.9716,                0.97835,                0.91409,                0.96941,                0.96244,                0.97992,                 0.8218,                0.34875,                0.49433,                0.25194,                0.75427,             6.4788e-05,             6.4788e-05,             6.4788e-05
                     39,                0.31134,                0.50639,                0.21491,                0.83118,                0.96296,                0.95949,                0.97928,                0.91461,                0.96845,                0.96281,                0.97992,                0.82123,                0.34349,                0.49112,                0.25019,                0.75295,             4.5756e-05,             4.5756e-05,             4.5756e-05
                     40,                0.31242,                0.51064,                0.21296,                0.83689,                0.96287,                0.95989,                0.97898,                0.91408,                0.96897,                0.96398,                0.97989,                0.82506,                0.34406,                0.48873,                0.24724,                0.75317,             2.6723e-05,             2.6723e-05,             2.6723e-05
