                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     18,                0.47428,                0.72653,                0.38081,                0.90226,                0.93309,                0.96514,                0.96384,                0.84301,                0.93669,                0.96983,                0.97418,                 0.7705,                   0.44,                0.61686,                0.35893,                0.74089,             0.00063958,             0.00063958,             0.00063958
                     19,                0.47026,                0.71672,                0.37055,                0.90135,                0.95321,                0.95808,                0.96432,                0.83258,                0.96457,                0.96595,                0.97596,                0.77034,                0.43177,                0.64223,                 0.3454,                 0.7357,             0.00063196,             0.00063196,             0.00063196
                     20,                0.46158,                0.72354,                0.36563,                0.90041,                0.95749,                0.96045,                0.96859,                0.84418,                0.96502,                0.96559,                0.97724,                0.77618,                0.45631,                0.61913,                0.37847,                0.74311,             0.00062435,             0.00062435,             0.00062435
                     21,                0.46509,                0.71438,                0.36527,                0.90037,                0.94938,                0.96399,                0.96919,                 0.8325,                0.95062,                0.96864,                0.97247,                0.76852,                0.45076,                0.77032,                0.35962,                0.74067,             0.00061674,             0.00061674,             0.00061674
                     22,                0.45868,                0.69139,                0.35953,                0.90027,                0.95795,                0.95601,                0.96937,                0.84198,                0.96461,                0.96314,                0.97512,                 0.7792,                  0.426,                0.63612,                 0.3372,                0.72387,             0.00060912,             0.00060912,             0.00060912
                     23,                0.45072,                0.68449,                0.35771,                0.89491,                0.95387,                0.96299,                 0.9663,                 0.8484,                0.95661,                0.96722,                0.97332,                0.76037,                0.41138,                0.64821,                0.33674,                0.73215,             0.00060151,             0.00060151,             0.00060151
                     24,                0.45917,                 0.7178,                0.36131,                 0.8973,                0.95091,                0.95702,                0.97097,                0.84866,                0.95312,                0.95202,                0.97044,                 0.7735,                0.42925,                0.63465,                0.33523,                0.72788,              0.0005939,              0.0005939,              0.0005939
                     25,                 0.4469,                0.68245,                0.35174,                0.89532,                0.94755,                0.95628,                0.96759,                 0.8414,                0.95149,                0.96262,                0.97444,                0.76819,                 0.4186,                0.67275,                0.31845,                0.72658,             0.00058629,             0.00058629,             0.00058629
                     26,                0.44888,                0.68979,                0.34913,                0.89288,                0.96334,                0.95692,                0.96793,                0.84555,                 0.9692,                0.96192,                0.97383,                0.77186,                0.45222,                0.63877,                 0.3564,                0.74696,             0.00057867,             0.00057867,             0.00057867
                     27,                0.44663,                 0.6867,                 0.3486,                0.89618,                0.95358,                0.97027,                0.96983,                   0.84,                0.94969,                0.96534,                0.96418,                0.76355,                0.43389,                0.63027,                0.34742,                0.73212,             0.00057106,             0.00057106,             0.00057106
                     28,                0.44562,                0.69315,                0.34509,                 0.8913,                0.95052,                0.96225,                0.97118,                0.84476,                0.96026,                0.96869,                0.97928,                0.77983,                0.42616,                0.59902,                0.33233,                0.73458,             0.00056345,             0.00056345,             0.00056345
                     29,                0.44151,                0.69384,                0.34353,                0.89405,                0.95732,                0.96052,                0.97017,                0.85354,                0.95598,                0.97027,                0.97685,                0.78046,                0.41312,                0.60191,                0.33996,                0.72902,             0.00055583,             0.00055583,             0.00055583
                     30,                0.43568,                0.66631,                0.33733,                0.89281,                0.95803,                0.95728,                0.96637,                0.84206,                0.95887,                0.96389,                0.97279,                0.77653,                0.42683,                0.62462,                0.33136,                0.73369,             0.00054822,             0.00054822,             0.00054822
                     31,                0.43306,                0.65988,                0.33404,                 0.8923,                0.95567,                 0.9624,                 0.9673,                 0.8461,                0.95706,                0.96321,                0.97361,                0.76943,                0.42714,                0.66421,                0.34077,                0.74171,             0.00054061,             0.00054061,             0.00054061
                     32,                0.42889,                 0.6701,                0.33143,                0.88857,                0.96032,                0.95647,                0.97018,                0.84212,                0.94616,                0.95183,                0.96605,                0.75733,                0.42496,                0.64406,                0.33971,                0.73414,             0.00053299,             0.00053299,             0.00053299
                     33,                0.43024,                0.66075,                0.33327,                0.88989,                0.95797,                0.95723,                0.96688,                0.84424,                0.95384,                0.96832,                0.97498,                0.77963,                0.40502,                0.60889,                0.31879,                0.72534,             0.00052538,             0.00052538,             0.00052538
                     34,                0.43399,                0.65143,                 0.3329,                0.88936,                0.95282,                 0.9615,                0.96542,                0.85002,                0.95836,                0.96728,                0.96961,                0.77962,                0.39775,                0.60255,                0.31018,                0.72677,             0.00051777,             0.00051777,             0.00051777
                     35,                0.42847,                0.65967,                  0.329,                0.89185,                0.96036,                0.96036,                0.97159,                0.87367,                0.96702,                0.96265,                 0.9777,                0.78177,                0.38105,                0.58996,                0.29761,                0.72204,             0.00051015,             0.00051015,             0.00051015
                     36,                0.42791,                0.66798,                0.32987,                0.89129,                0.96327,                 0.9611,                0.97392,                0.86933,                0.95702,                0.96618,                 0.9771,                 0.7785,                0.40169,                0.63915,                0.30324,                0.72486,             0.00050254,             0.00050254,             0.00050254
                     37,                0.42264,                0.63073,                0.32061,                0.88879,                0.96069,                0.95763,                0.96904,                  0.849,                0.95909,                0.95785,                0.96968,                0.77162,                0.39037,                0.60538,                0.31108,                0.71968,             0.00049493,             0.00049493,             0.00049493
                     38,                0.42232,                0.64203,                0.32348,                0.88927,                0.95498,                0.96063,                0.97015,                0.86599,                0.95657,                0.95979,                 0.9738,                0.77977,                0.38453,                0.59688,                0.29984,                 0.7187,             0.00048732,             0.00048732,             0.00048732
                     39,                0.41745,                0.64308,                0.32146,                0.88373,                 0.9545,                0.96112,                0.96853,                0.86155,                0.96015,                0.96994,                0.97717,                0.76985,                0.38332,                0.60592,                0.30098,                0.72033,              0.0004797,              0.0004797,              0.0004797
                     40,                0.41357,                0.64244,                0.31376,                0.88557,                 0.9579,                0.95912,                0.96614,                0.86039,                0.96247,                0.96245,                0.97622,                0.77246,                0.39028,                 0.5963,                0.30246,                0.71962,             0.00047209,             0.00047209,             0.00047209
                     41,                0.41792,                0.65591,                0.32202,                0.88935,                0.95716,                0.96316,                0.96434,                 0.8543,                 0.9599,                 0.9707,                0.97379,                0.76156,                0.38971,                0.60789,                0.30427,                0.72324,             0.00046448,             0.00046448,             0.00046448
                     42,                0.41445,                0.63812,                0.31725,                0.88699,                0.95648,                0.96266,                0.97145,                0.85319,                0.95627,                0.96552,                0.97361,                0.76993,                0.39125,                0.61492,                0.29796,                 0.7154,             0.00045686,             0.00045686,             0.00045686
                     43,                0.41689,                0.64381,                0.31611,                0.88724,                0.95479,                0.96369,                0.97006,                0.85351,                0.95911,                0.96703,                 0.9774,                0.77668,                  0.396,                0.57968,                0.30568,                0.72154,             0.00044925,             0.00044925,             0.00044925
                     44,                0.41281,                0.62796,                0.30975,                0.88247,                0.95556,                0.96118,                0.96789,                0.86895,                0.95545,                0.96758,                0.97399,                0.76823,                0.39487,                0.62622,                0.31499,                  0.722,             0.00044164,             0.00044164,             0.00044164
                     45,                0.40884,                0.63837,                 0.3079,                0.88386,                0.95304,                0.96339,                0.96958,                 0.8594,                0.95942,                0.96998,                0.97564,                0.77632,                0.38944,                0.57873,                0.30349,                0.72154,             0.00043402,             0.00043402,             0.00043402
                     46,                0.40697,                0.63246,                0.30996,                0.88475,                0.95665,                0.95953,                  0.968,                0.86814,                0.95118,                0.97104,                0.97403,                0.77601,                0.37779,                0.58009,                0.30394,                0.71608,             0.00042641,             0.00042641,             0.00042641
                     47,                0.40753,                0.61474,                0.30849,                0.88304,                0.95728,                0.96783,                 0.9731,                0.87256,                0.95445,                0.96523,                0.97268,                0.77699,                0.38482,                0.60376,                0.29178,                0.71888,              0.0004188,              0.0004188,              0.0004188
                     48,                0.40237,                0.61724,                0.30547,                0.88219,                0.95873,                0.96259,                0.97121,                0.86906,                0.96463,                0.97219,                0.98053,                0.78441,                0.37749,                0.60331,                0.28651,                0.71567,             0.00041118,             0.00041118,             0.00041118
                     49,                0.40493,                0.61832,                0.31241,                0.88248,                0.95908,                  0.958,                 0.9704,                0.87364,                0.96166,                0.96266,                0.97495,                0.79047,                0.37767,                0.59039,                0.29038,                0.71727,             0.00040357,             0.00040357,             0.00040357
                     50,                0.40488,                0.61779,                0.30486,                0.88057,                0.95467,                0.96494,                0.96944,                0.86597,                0.95877,                0.97027,                0.97756,                 0.7847,                0.38052,                0.60831,                0.28576,                0.71422,             0.00039596,             0.00039596,             0.00039596
                     51,                0.40077,                0.62803,                0.30089,                0.88084,                0.95681,                0.96341,                0.96973,                0.87105,                0.94931,                 0.9707,                0.97475,                0.77759,                0.38296,                0.60184,                 0.2981,                0.71864,             0.00038835,             0.00038835,             0.00038835
                     52,                0.40254,                0.62002,                0.29803,                0.88451,                0.95696,                 0.9649,                0.97143,                0.86956,                0.95451,                0.96577,                0.97362,                0.78409,                0.38562,                0.57929,                0.29879,                0.72168,             0.00038073,             0.00038073,             0.00038073
                     53,                0.39896,                0.62219,                0.29801,                0.88128,                0.94937,                0.96661,                0.96693,                0.86807,                0.95108,                0.97323,                0.97224,                0.77384,                0.38859,                0.60396,                0.31133,                0.72932,             0.00037312,             0.00037312,             0.00037312
                     54,                 0.4094,                0.61355,                0.34903,                0.88144,                 0.9577,                0.96366,                0.97212,                0.86919,                0.96332,                0.96358,                0.97805,                  0.787,                0.39116,                0.58588,                0.30153,                0.72654,             0.00036551,             0.00036551,             0.00036551
                     55,                 0.3958,                0.61297,                 0.2951,                0.87688,                0.94861,                0.95754,                  0.969,                0.86678,                0.94637,                0.97444,                0.97745,                0.78629,                0.37654,                0.58218,                0.29042,                 0.7164,             0.00035789,             0.00035789,             0.00035789
                     56,                0.39908,                0.61889,                0.29767,                0.88383,                0.95981,                0.95978,                0.97277,                 0.8692,                0.96321,                0.96014,                 0.9756,                0.77698,                0.38575,                0.59249,                0.29542,                0.72571,             0.00035028,             0.00035028,             0.00035028
                     57,                0.38889,                0.59602,                0.29165,                 0.8775,                0.95388,                0.96556,                0.97224,                0.87376,                0.96039,                0.97114,                0.97662,                0.79014,                0.36495,                0.57383,                0.28328,                0.71433,             0.00034267,             0.00034267,             0.00034267
                     58,                0.38574,                 0.6134,                0.29088,                0.87724,                0.95128,                0.96415,                0.97009,                0.87762,                0.95268,                0.97184,                0.97531,                0.79142,                0.35669,                0.57253,                 0.2743,                0.71132,             0.00033505,             0.00033505,             0.00033505
                     59,                0.38848,                0.60269,                0.28762,                0.88087,                0.95583,                0.96629,                0.96951,                0.87619,                0.95923,                 0.9695,                0.97515,                0.78617,                0.37375,                0.58445,                0.28084,                0.71919,             0.00032744,             0.00032744,             0.00032744
                     60,                0.38691,                0.59722,                0.29148,                0.87749,                0.95362,                 0.9675,                0.97445,                0.87102,                0.95728,                0.97018,                0.97731,                0.78769,                0.36918,                 0.5852,                0.26813,                0.71014,             0.00031983,             0.00031983,             0.00031983
                     61,                0.38994,                0.61208,                0.28739,                0.88007,                0.95172,                0.96211,                0.97229,                0.87335,                0.96316,                0.95989,                0.97757,                0.78226,                0.35836,                0.59301,                0.27537,                0.71547,             0.00031221,             0.00031221,             0.00031221
                     62,                0.39196,                0.61622,                 0.2903,                0.88089,                0.95521,                0.96408,                0.96835,                0.87322,                0.95306,                0.97254,                0.97478,                0.79225,                0.36823,                0.56975,                0.28046,                0.70919,              0.0003046,              0.0003046,              0.0003046
                     63,                0.38449,                0.58225,                0.28602,                0.87845,                0.95062,                0.96861,                0.97156,                0.87656,                0.95407,                0.97297,                0.97372,                0.78379,                0.36235,                 0.5657,                0.26744,                0.70622,             0.00029699,             0.00029699,             0.00029699
                     64,                0.38023,                0.58701,                0.28031,                0.87662,                0.95423,                0.96518,                0.96756,                0.86843,                0.95498,                0.96729,                0.97207,                0.78938,                0.35599,                0.58082,                0.26937,                0.70512,             0.00028937,             0.00028937,             0.00028937
                     65,                0.38698,                0.58561,                0.28173,                 0.8763,                0.95566,                0.96412,                0.96652,                0.86851,                0.96589,                0.96506,                0.97205,                0.77793,                0.34913,                0.57361,                0.26929,                0.70762,             0.00028176,             0.00028176,             0.00028176
                     66,                0.38152,                 0.5957,                0.27902,                0.87498,                0.95594,                0.95907,                 0.9665,                0.87616,                0.96696,                0.96266,                0.97498,                0.79464,                0.35061,                0.56145,                 0.2591,                0.70521,             0.00027415,             0.00027415,             0.00027415
                     67,                0.38452,                0.58489,                0.28153,                0.87886,                0.95355,                0.96479,                0.96606,                0.86794,                0.95972,                0.96918,                0.97503,                0.78299,                0.35893,                0.57265,                0.26571,                0.70959,             0.00026654,             0.00026654,             0.00026654
                     68,                0.38298,                0.59311,                0.28131,                0.87568,                0.95966,                0.95958,                0.96992,                0.87381,                0.96059,                0.97072,                0.97623,                0.78827,                0.35545,                 0.5744,                 0.2695,                0.70858,             0.00025892,             0.00025892,             0.00025892
                     69,                0.37457,                0.56738,                0.27362,                0.87497,                0.95415,                0.96268,                0.96869,                0.87282,                0.95537,                0.96341,                0.97136,                0.77391,                0.35087,                0.56673,                0.26378,                0.70805,             0.00025131,             0.00025131,             0.00025131
                     70,                0.37559,                0.57536,                0.27673,                0.87419,                0.95261,                0.96424,                0.96617,                0.86817,                0.96334,                0.96432,                0.97409,                0.77968,                0.35412,                0.57094,                0.26948,                 0.7082,              0.0002437,              0.0002437,              0.0002437
                     71,                0.37698,                  0.573,                0.27425,                0.87528,                0.95305,                0.96559,                0.97002,                0.87925,                0.95964,                0.96942,                0.97712,                0.79386,                0.35663,                0.57394,                0.27341,                0.71402,             0.00023608,             0.00023608,             0.00023608
                     72,                0.37557,                0.56962,                0.27355,                0.87508,                 0.9546,                0.96249,                0.96912,                0.86751,                 0.9628,                0.96807,                 0.9755,                 0.7817,                0.35727,                0.56632,                0.27497,                0.71229,             0.00022847,             0.00022847,             0.00022847
                     73,                0.37129,                0.57284,                0.27072,                0.87696,                0.95988,                0.96091,                0.96725,                0.87376,                0.96176,                0.95894,                0.96937,                0.77921,                 0.3492,                0.55373,                0.25055,                0.70853,             0.00022086,             0.00022086,             0.00022086
                     74,                0.37006,                0.57836,                0.26772,                0.87599,                0.96136,                0.96043,                0.96933,                0.87183,                0.95826,                0.95491,                 0.9681,                0.78091,                0.36338,                0.56613,                0.27637,                0.71216,             0.00021324,             0.00021324,             0.00021324
                     75,                0.37115,                0.57329,                0.27298,                 0.8748,                0.96217,                0.95739,                0.96733,                0.87725,                0.96679,                0.96308,                 0.9737,                 0.7886,                0.34695,                  0.567,                0.25672,                0.70685,             0.00020563,             0.00020563,             0.00020563
                     76,                0.36939,                0.57493,                0.26832,                0.87316,                0.95895,                0.96129,                0.96924,                0.86907,                0.96479,                0.96819,                0.97686,                0.77991,                0.37027,                0.56611,                0.28836,                0.72047,             0.00019802,             0.00019802,             0.00019802
                     77,                0.36787,                0.56844,                0.26653,                0.87446,                0.95488,                0.96259,                0.97004,                0.87333,                0.96298,                0.96657,                0.97737,                0.79032,                0.35306,                0.55945,                0.26637,                0.71431,              0.0001904,              0.0001904,              0.0001904
                     78,                 0.3686,                0.56059,                0.26496,                 0.8745,                0.96032,                0.96188,                0.96998,                0.86782,                0.96434,                0.96323,                0.97175,                0.78463,                0.36412,                 0.5625,                0.27632,                0.71671,             0.00018279,             0.00018279,             0.00018279
                     79,                0.36256,                0.55612,                0.26407,                0.87057,                0.95962,                0.95925,                 0.9677,                0.86287,                0.96706,                0.96928,                0.97328,                0.78094,                0.36129,                0.55714,                0.27537,                0.71385,             0.00017518,             0.00017518,             0.00017518
                     80,                0.37228,                0.56792,                0.26713,                0.87348,                0.95835,                0.96093,                0.97162,                0.86866,                0.96719,                0.96693,                0.97655,                0.78936,                0.35738,                0.55292,                0.27035,                0.71011,             0.00016757,             0.00016757,             0.00016757
                     81,                0.36242,                0.56482,                0.26188,                0.87224,                0.95676,                0.96592,                0.97175,                0.87071,                0.96412,                0.96891,                0.97782,                0.79108,                0.36014,                0.55274,                0.27032,                0.71288,             0.00015995,             0.00015995,             0.00015995
                     82,                0.36228,                0.56335,                0.26101,                0.87176,                0.95942,                0.96114,                0.97101,                0.86897,                 0.9618,                0.96295,                0.97453,                0.78896,                 0.3628,                0.56535,                0.27524,                0.71457,             0.00015234,             0.00015234,             0.00015234
                     83,                0.36463,                0.56332,                0.26419,                0.87346,                0.95992,                0.96204,                0.96924,                0.87852,                0.96551,                0.96851,                0.97618,                0.78693,                0.34522,                0.55422,                0.25746,                0.70521,             0.00014473,             0.00014473,             0.00014473
                     84,                0.35627,                0.54616,                0.25799,                0.86917,                0.95914,                0.96129,                0.96933,                0.87379,                 0.9668,                0.96876,                0.97509,                0.78472,                0.35618,                0.54986,                0.27251,                0.71151,             0.00013711,             0.00013711,             0.00013711
                     85,                0.35826,                0.55884,                0.25768,                0.87006,                0.95895,                0.96145,                0.97153,                0.87263,                0.96838,                0.96501,                0.97919,                0.79854,                0.34715,                0.55049,                0.25608,                0.70487,              0.0001295,              0.0001295,              0.0001295
                     86,                0.35707,                0.55211,                0.25894,                0.86541,                0.95639,                0.96392,                0.96859,                0.87652,                0.96673,                0.96039,                0.97287,                0.78788,                0.35387,                0.54751,                 0.2744,                0.71308,             0.00012189,             0.00012189,             0.00012189
                     87,                0.35705,                0.55308,                0.25412,                0.87202,                 0.9588,                0.96564,                0.97029,                0.87875,                0.95927,                0.96087,                0.97155,                0.79185,                0.35303,                0.54515,                0.26864,                0.71029,             0.00011427,             0.00011427,             0.00011427
                     88,                0.35356,                0.54732,                 0.2532,                0.87012,                0.95871,                0.96159,                0.97303,                0.87051,                0.96622,                  0.966,                0.97847,                0.79152,                 0.3497,                0.55284,                0.26051,                0.70794,             0.00010666,             0.00010666,             0.00010666
                     89,                0.34961,                0.54218,                0.25301,                0.86899,                0.95529,                0.96546,                0.97193,                0.87785,                0.96097,                0.96819,                0.97719,                0.79364,                0.35408,                0.54649,                0.27029,                0.71509,             9.9047e-05,             9.9047e-05,             9.9047e-05
                     90,                 0.3514,                0.55348,                0.25437,                0.87004,                0.95881,                0.96553,                0.96912,                0.87122,                0.96268,                0.96202,                0.97321,                0.78516,                 0.3588,                0.55483,                0.26663,                0.71492,             9.1434e-05,             9.1434e-05,             9.1434e-05
                     91,                0.32318,                 0.5499,                0.24269,                0.84237,                0.95511,                0.96217,                0.97118,                0.88826,                0.96693,                0.96163,                 0.9788,                0.80624,                0.32036,                0.49143,                0.26413,                0.70969,             8.3821e-05,             8.3821e-05,             8.3821e-05
                     92,                0.31138,                0.52339,                0.23421,                0.84037,                0.96152,                0.96648,                0.97413,                0.88577,                 0.9608,                0.96283,                0.97626,                0.80075,                0.32196,                0.49112,                0.26468,                0.71037,             7.6208e-05,             7.6208e-05,             7.6208e-05
                     93,                0.30953,                0.51938,                0.22875,                0.84046,                0.96144,                0.96441,                0.97434,                0.89108,                0.96488,                0.96456,                0.97948,                0.80736,                0.31938,                0.48087,                0.26409,                0.71325,             6.8595e-05,             6.8595e-05,             6.8595e-05
                     94,                0.30587,                0.51215,                0.22598,                0.84204,                0.96184,                0.96417,                0.97539,                0.88735,                0.96616,                0.96582,                0.98103,                0.80228,                0.32086,                0.47942,                0.26753,                0.71253,             6.0982e-05,             6.0982e-05,             6.0982e-05
                     95,                0.30219,                0.51846,                0.22348,                0.83778,                0.96153,                 0.9644,                0.97482,                0.89107,                0.96406,                 0.9652,                  0.979,                0.80865,                0.31469,                0.47996,                0.26226,                0.70984,             5.3369e-05,             5.3369e-05,             5.3369e-05
                     96,                 0.3029,                 0.5216,                0.22608,                0.84237,                0.96044,                0.96456,                0.97536,                0.89207,                0.96579,                0.96756,                0.98108,                0.80907,                0.31146,                0.47275,                0.25802,                0.70885,             4.5756e-05,             4.5756e-05,             4.5756e-05
                     97,                0.30106,                0.51035,                0.22074,                0.83962,                0.96178,                0.96551,                0.97598,                0.89469,                0.96712,                0.96602,                0.98173,                0.80999,                0.30506,                0.47384,                0.24833,                0.70439,             3.8142e-05,             3.8142e-05,             3.8142e-05
                     98,                0.29736,                0.50675,                0.21969,                0.83847,                0.96187,                0.96557,                 0.9757,                0.89148,                0.96348,                0.96116,                0.97836,                0.80652,                0.30414,                0.47401,                0.24758,                0.70361,             3.0529e-05,             3.0529e-05,             3.0529e-05
                     99,                0.29634,                 0.5113,                0.21931,                0.84183,                0.96258,                0.96508,                0.97607,                0.89101,                0.96224,                0.96064,                 0.9777,                0.80854,                0.30145,                0.47399,                0.24423,                0.70095,             2.2916e-05,             2.2916e-05,             2.2916e-05
                    100,                0.29266,                0.50728,                0.21744,                0.83979,                0.96187,                0.96498,                0.97654,                0.88714,                 0.9643,                0.96395,                0.98019,                0.80985,                0.30311,                0.47279,                0.24754,                0.70272,             1.5303e-05,             1.5303e-05,             1.5303e-05
