                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     12,                0.43524,                0.61615,                0.37476,                0.88663,                0.97112,                 0.9733,                0.97642,                0.91054,                0.97496,                0.97645,                0.98151,                0.83369,                0.34829,                0.61809,                0.27187,                0.77165,               0.008911,               0.008911,               0.008911
                     13,                0.43188,                0.60553,                0.36554,                0.88526,                0.97848,                0.96709,                0.97482,                0.91134,                0.97898,                0.98128,                0.98531,                0.84088,                0.34102,                0.60592,                 0.2648,                0.76841,               0.008812,               0.008812,               0.008812
                     14,                0.42365,                0.59645,                0.35657,                0.88511,                0.97393,                0.97449,                0.97767,                0.91647,                0.97527,                0.98012,                0.98165,                0.84078,                0.34193,                0.60568,                0.26305,                0.77034,               0.008713,               0.008713,               0.008713
                     15,                0.41619,                0.59031,                0.34961,                0.88262,                0.97612,                0.97771,                 0.9769,                0.91379,                0.98047,                0.98055,                0.98291,                0.84156,                0.34532,                  0.611,                0.26333,                0.77221,               0.008614,               0.008614,               0.008614
                     16,                0.41333,                0.58192,                0.34428,                0.88208,                0.97871,                 0.9748,                0.97918,                0.92154,                0.98171,                0.97268,                0.98279,                0.84432,                0.34543,                0.60896,                0.26565,                0.77558,               0.008515,               0.008515,               0.008515
                     17,                0.40455,                 0.5751,                0.33766,                0.88018,                0.97706,                0.97679,                0.97752,                0.91984,                0.98071,                0.98058,                 0.9835,                0.84605,                0.32517,                0.59005,                0.24511,                0.76672,               0.008416,               0.008416,               0.008416
                     18,                0.40363,                0.57548,                0.33421,                0.87857,                0.97226,                0.97587,                0.97726,                0.92113,                0.97559,                0.97853,                0.98056,                0.84703,                0.33244,                0.57567,                0.25845,                0.77039,               0.008317,               0.008317,               0.008317
                     19,                0.39932,                0.56972,                 0.3292,                 0.8794,                0.97865,                0.97113,                0.97813,                0.92272,                0.98301,                0.97654,                0.98338,                0.85264,                0.32166,                0.58636,                0.23922,                0.76649,               0.008218,               0.008218,               0.008218
                     20,                0.39266,                0.56382,                0.32257,                0.87669,                0.97008,                0.97945,                0.97973,                0.91893,                0.97089,                0.97896,                0.98031,                0.84078,                0.32681,                0.59886,                0.24139,                0.76724,               0.008119,               0.008119,               0.008119
                     21,                0.39222,                0.55554,                0.31921,                0.87697,                0.97387,                0.97554,                0.97999,                0.92639,                 0.9765,                0.97747,                0.98306,                0.85002,                0.32314,                0.61179,                0.23527,                0.76681,                0.00802,                0.00802,                0.00802
                     22,                0.38938,                0.55586,                 0.3168,                0.87604,                0.97786,                0.97723,                0.97901,                0.92308,                0.98095,                0.97583,                0.98092,                0.84954,                0.32291,                0.57163,                0.23399,                0.76979,               0.007921,               0.007921,               0.007921
                     23,                0.38627,                0.56329,                 0.3138,                0.87433,                0.97733,                0.97031,                0.97889,                0.92776,                0.98336,                 0.9766,                0.98439,                0.85185,                0.31579,                0.58402,                0.22551,                0.76541,               0.007822,               0.007822,               0.007822
                     24,                0.38243,                0.55388,                0.31082,                0.87518,                0.97674,                0.97378,                0.97887,                0.92891,                0.97901,                0.97886,                0.98349,                0.85257,                0.31024,                0.55539,                0.22799,                 0.7663,               0.007723,               0.007723,               0.007723
                     25,                0.37974,                0.54703,                0.30805,                0.87339,                0.97827,                0.97411,                0.97971,                0.92756,                0.97444,                0.97854,                 0.9848,                0.85281,                 0.3173,                0.57476,                 0.2318,                0.76683,               0.007624,               0.007624,               0.007624
                     26,                0.37718,                0.54632,                0.30448,                  0.873,                0.97273,                0.97478,                0.97915,                0.92918,                0.97971,                0.97206,                0.98334,                0.85108,                0.32242,                0.57211,                0.23273,                0.76897,               0.007525,               0.007525,               0.007525
                     27,                0.37521,                0.54352,                0.30145,                0.87326,                0.97257,                0.98068,                0.98035,                0.93015,                0.97427,                0.98202,                0.98503,                0.85435,                0.31288,                0.55787,                0.22404,                0.76657,               0.007426,               0.007426,               0.007426
                     28,                0.37582,                0.54267,                0.29881,                0.87255,                0.97267,                0.97587,                 0.9815,                0.93293,                0.98118,                0.97218,                0.98157,                0.85292,                0.30232,                0.57014,                0.21204,                0.75937,               0.007327,               0.007327,               0.007327
                     29,                0.37196,                0.53808,                0.29724,                 0.8731,                0.97907,                 0.9697,                0.97848,                0.93397,                0.97319,                0.98172,                0.98436,                 0.8573,                0.30303,                0.56753,                0.20753,                0.75972,               0.007228,               0.007228,               0.007228
                     30,                0.37101,                0.53968,                0.29693,                0.87284,                0.97266,                 0.9803,                0.98109,                0.93607,                0.97597,                0.98258,                0.98385,                 0.8594,                0.30228,                0.56854,                0.21449,                0.76246,               0.007129,               0.007129,               0.007129
                     31,                0.36966,                0.53744,                0.29253,                0.87293,                0.97274,                0.97815,                0.97971,                 0.9337,                0.97631,                0.97781,                0.98256,                0.85499,                0.30406,                0.56289,                0.21155,                0.76107,                0.00703,                0.00703,                0.00703
                     32,                0.36681,                0.53206,                0.29113,                0.87068,                0.97177,                0.98144,                0.98041,                0.93663,                0.97499,                0.98369,                0.98492,                0.86047,                0.30365,                0.56393,                0.21319,                0.76358,               0.006931,               0.006931,               0.006931
                     33,                0.36359,                0.52888,                0.28922,                0.87026,                 0.9764,                0.97801,                0.98038,                0.93336,                0.98001,                0.97732,                0.98286,                0.86038,                0.29763,                 0.5744,                0.21039,                0.76013,               0.006832,               0.006832,               0.006832
                     34,                0.36281,                0.52416,                0.28539,                0.87015,                0.97941,                0.96881,                0.98053,                0.93456,                0.97524,                0.97905,                0.98361,                0.86071,                0.29866,                 0.5619,                0.21231,                0.76098,               0.006733,               0.006733,               0.006733
                     35,                0.35974,                0.52828,                0.28531,                0.86983,                0.98042,                0.97084,                0.97882,                0.93665,                0.97795,                0.97806,                0.98294,                 0.8582,                 0.2979,                0.56726,                0.20751,                0.76219,               0.006634,               0.006634,               0.006634
                     36,                0.35868,                0.51519,                0.28089,                0.86861,                0.97279,                0.98271,                0.98287,                0.93701,                0.97776,                 0.9796,                0.98465,                0.86255,                0.29947,                0.56425,                0.20928,                0.76478,               0.006535,               0.006535,               0.006535
                     37,                0.35777,                0.52051,                0.28343,                0.87013,                0.97292,                0.97816,                0.97965,                0.93715,                0.97433,                0.97916,                0.98155,                0.86126,                0.29147,                0.56748,                0.20127,                0.75901,               0.006436,               0.006436,               0.006436
                     38,                0.35685,                0.51996,                0.28176,                0.86867,                0.97073,                0.98094,                0.98003,                0.93579,                0.97398,                0.98074,                 0.9822,                0.86117,                0.29131,                0.54781,                0.20492,                0.75958,               0.006337,               0.006337,               0.006337
                     39,                 0.3569,                0.50916,                0.27823,                0.86805,                0.97388,                 0.9779,                0.98203,                0.93697,                0.97595,                0.97922,                 0.9837,                0.86089,                 0.2933,                0.54482,                0.20481,                0.76002,               0.006238,               0.006238,               0.006238
                     40,                0.35306,                0.51127,                0.27786,                0.86891,                0.97867,                0.97429,                0.97929,                0.93468,                0.97218,                0.97834,                0.98048,                0.86018,                0.29027,                0.55144,                0.19711,                0.75799,               0.006139,               0.006139,               0.006139
