                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     13,                0.46844,                0.72101,                0.39313,                 0.8964,                0.94452,                0.95839,                0.96501,                0.84252,                0.95307,                0.96596,                0.97444,                0.76233,                0.42701,                 0.7081,                0.33528,                0.74062,             0.00067764,             0.00067764,             0.00067764
                     14,                0.46142,                   0.71,                0.38279,                0.89483,                0.94424,                0.96815,                 0.9696,                0.85886,                 0.9445,                0.96667,                0.97051,                0.77475,                0.40491,                0.61244,                0.31589,                0.74242,             0.00067003,             0.00067003,             0.00067003
                     15,                0.46291,                0.70977,                0.38007,                0.89613,                0.93043,                0.96146,                0.96394,                0.84377,                0.93463,                0.96498,                0.97029,                0.76778,                 0.4277,                 0.6573,                0.33907,                0.74632,             0.00066242,             0.00066242,             0.00066242
                     16,                0.45932,                0.69891,                0.36828,                0.89409,                0.95828,                0.94467,                0.96472,                0.86328,                0.95773,                0.94881,                0.96843,                0.76744,                0.39193,                0.61907,                0.30763,                0.73486,              0.0006548,              0.0006548,              0.0006548
                     17,                0.45604,                0.70075,                0.37029,                 0.8933,                0.93858,                0.95651,                0.96534,                0.86151,                0.94256,                0.95662,                0.96803,                0.76767,                 0.3898,                0.62587,                0.32595,                0.74166,             0.00064719,             0.00064719,             0.00064719
                     18,                0.45471,                0.69379,                0.36542,                0.89173,                0.93755,                0.95982,                0.96586,                0.86237,                0.93537,                0.95804,                0.96427,                 0.7701,                0.39614,                0.58766,                0.30329,                0.73585,             0.00063958,             0.00063958,             0.00063958
                     19,                0.45382,                0.69497,                0.36449,                0.89267,                0.94116,                0.96346,                0.96799,                0.86378,                0.95418,                0.95387,                0.96702,                0.76268,                0.38459,                0.60404,                0.31409,                0.73338,             0.00063196,             0.00063196,             0.00063196
                     20,                 0.4491,                0.68243,                0.36266,                 0.8927,                0.94973,                0.94679,                0.96732,                0.86418,                0.95236,                0.95122,                 0.9715,                0.77267,                0.39229,                0.60229,                0.32188,                0.73982,             0.00062435,             0.00062435,             0.00062435
                     21,                0.44281,                0.67528,                  0.353,                0.89016,                0.93436,                0.96557,                0.96788,                0.86008,                0.94143,                0.97201,                0.97636,                0.77741,                0.39936,                0.61566,                0.31377,                 0.7392,             0.00061674,             0.00061674,             0.00061674
                     22,                0.44267,                0.68027,                0.35061,                0.89072,                0.94475,                0.96541,                0.96567,                0.86057,                0.94854,                0.96731,                0.96783,                0.76202,                0.38593,                0.60722,                0.30423,                0.73987,             0.00060912,             0.00060912,             0.00060912
                     23,                 0.4349,                0.66727,                0.34432,                0.88798,                0.94344,                0.96333,                0.96717,                0.87678,                0.94001,                0.96127,                 0.9663,                0.77187,                0.37604,                 0.6001,                0.29837,                0.73086,             0.00060151,             0.00060151,             0.00060151
                     24,                0.43337,                0.66924,                0.34495,                0.88461,                0.95413,                0.95424,                0.96644,                0.86804,                0.94891,                0.96343,                0.96703,                0.78505,                0.39582,                0.57686,                0.29813,                0.73919,              0.0005939,              0.0005939,              0.0005939
                     25,                0.43019,                0.65057,                0.34482,                0.88561,                0.94884,                0.96091,                0.96672,                  0.876,                0.95175,                0.96443,                0.97159,                  0.779,                0.35631,                0.60398,                0.28018,                0.73177,             0.00058629,             0.00058629,             0.00058629
                     26,                0.42746,                0.64396,                0.33781,                 0.8867,                  0.954,                0.94959,                0.96827,                0.87118,                0.95442,                0.94932,                0.96733,                0.76211,                0.38065,                0.59206,                0.30572,                0.73665,             0.00057867,             0.00057867,             0.00057867
                     27,                 0.4264,                0.65307,                0.33779,                0.88543,                 0.9384,                0.96121,                0.96727,                0.87246,                0.94321,                 0.9652,                0.96972,                0.77039,                0.35987,                0.58075,                0.29716,                0.73421,             0.00057106,             0.00057106,             0.00057106
                     28,                0.42767,                0.64592,                0.33848,                0.88433,                0.95121,                0.95592,                0.96609,                0.86706,                0.95987,                0.96051,                0.97161,                0.77306,                0.36459,                0.59197,                0.28647,                0.73184,             0.00056345,             0.00056345,             0.00056345
                     29,                0.42189,                0.64864,                0.33063,                0.88438,                0.93998,                0.96364,                 0.9631,                0.87642,                0.95351,                0.97362,                0.97504,                0.78005,                0.36756,                0.59911,                0.30073,                0.73724,             0.00055583,             0.00055583,             0.00055583
                     30,                0.41917,                0.63781,                0.32903,                0.88147,                0.95827,                0.94893,                0.96365,                0.87304,                 0.9506,                0.96284,                0.96911,                0.76917,                0.36386,                0.62686,                 0.2739,                0.72822,             0.00054822,             0.00054822,             0.00054822
                     31,                0.41496,                0.63718,                0.32362,                0.88169,                0.94751,                0.95451,                0.96689,                0.88044,                0.93977,                0.96664,                0.97134,                0.78208,                0.36529,                0.58326,                0.28038,                0.73214,             0.00054061,             0.00054061,             0.00054061
                     32,                0.41748,                0.64288,                0.32559,                0.88353,                0.95561,                0.94931,                0.96868,                0.87339,                 0.9445,                0.97066,                0.97447,                0.78189,                0.36688,                0.60789,                0.29244,                0.73014,             0.00053299,             0.00053299,             0.00053299
                     33,                 0.4134,                 0.6224,                0.31941,                0.88104,                0.94879,                0.96263,                0.96699,                0.88187,                 0.9496,                0.96926,                0.97537,                0.78357,                0.34994,                0.57376,                0.27279,                0.72499,             0.00052538,             0.00052538,             0.00052538
                     34,                0.41491,                0.62643,                0.32054,                0.88052,                0.95252,                0.96059,                0.97214,                0.88241,                0.94925,                0.96935,                0.97311,                0.78004,                0.36393,                 0.5782,                0.27428,                0.73185,             0.00051777,             0.00051777,             0.00051777
                     35,                0.40658,                0.61338,                0.31632,                0.87694,                0.95156,                  0.959,                0.96762,                0.88497,                0.95715,                0.96457,                0.97436,                0.78357,                 0.3453,                0.56714,                0.26444,                0.72408,             0.00051015,             0.00051015,             0.00051015
                     36,                0.41014,                0.62786,                0.31595,                0.88012,                0.95121,                0.96277,                0.97141,                0.88522,                0.94877,                0.95878,                0.96805,                0.78589,                0.35334,                0.58703,                0.26417,                0.72694,             0.00050254,             0.00050254,             0.00050254
                     37,                0.40832,                0.63296,                0.31486,                0.88087,                0.95425,                0.95426,                0.96994,                0.88967,                0.95918,                0.96346,                0.97845,                0.79012,                0.35315,                0.55618,                0.26005,                 0.7212,             0.00049493,             0.00049493,             0.00049493
                     38,                0.40616,                 0.6193,                0.31351,                0.88032,                0.95645,                0.95999,                0.96958,                0.88393,                0.95715,                0.96253,                0.97212,                0.78679,                0.35711,                0.56853,                0.28335,                0.72687,             0.00048732,             0.00048732,             0.00048732
                     39,                0.40466,                0.62113,                0.31301,                0.87978,                0.94944,                0.95822,                 0.9709,                0.89055,                0.94694,                0.95587,                0.96793,                0.78223,                0.34224,                0.55569,                0.26792,                0.72347,              0.0004797,              0.0004797,              0.0004797
                     40,                0.40387,                0.60705,                0.30942,                0.87719,                0.95274,                0.96044,                0.97149,                0.89151,                0.95446,                0.96837,                0.97835,                0.79772,                0.35415,                0.55072,                0.28209,                0.72841,             0.00047209,             0.00047209,             0.00047209
                     41,                 0.3985,                0.60487,                0.30688,                0.87635,                0.95254,                0.95753,                0.97137,                0.89037,                0.95806,                0.96189,                 0.9752,                0.78752,                0.34959,                0.56976,                0.27083,                0.72574,             0.00046448,             0.00046448,             0.00046448
                     42,                0.40081,                0.60997,                0.30827,                0.87943,                 0.9537,                0.95793,                0.96785,                0.88108,                0.94893,                0.96354,                0.96944,                0.78193,                0.35274,                0.56711,                  0.267,                0.72385,             0.00045686,             0.00045686,             0.00045686
                     43,                0.39697,                0.60189,                 0.3043,                0.87717,                0.95372,                0.95799,                0.97302,                0.88917,                0.95944,                0.95327,                0.97389,                 0.7854,                0.34013,                0.58346,                0.25976,                0.72295,             0.00044925,             0.00044925,             0.00044925
                     44,                0.39468,                0.60064,                0.30273,                0.87557,                0.94152,                0.96738,                0.96593,                0.88441,                0.94757,                0.96918,                0.97207,                0.78128,                0.34296,                0.54102,                0.26849,                0.72427,             0.00044164,             0.00044164,             0.00044164
                     45,                0.39516,                 0.5995,                0.30251,                0.87729,                0.94715,                0.96957,                0.97009,                0.88871,                0.95577,                0.95826,                0.97031,                0.78206,                 0.3391,                0.56609,                0.25822,                0.72111,             0.00043402,             0.00043402,             0.00043402
                     46,                0.39116,                0.58945,                0.29649,                0.87526,                0.95225,                0.96013,                0.96921,                0.88959,                0.95575,                0.96614,                0.97242,                0.78618,                0.35146,                0.55243,                0.26459,                 0.7254,             0.00042641,             0.00042641,             0.00042641
                     47,                0.38706,                0.58549,                0.29444,                0.87326,                0.95356,                0.95579,                0.97038,                0.89328,                0.94781,                0.96954,                0.97341,                0.78995,                0.34461,                0.54755,                0.26366,                0.72679,              0.0004188,              0.0004188,              0.0004188
                     48,                0.39269,                0.60127,                0.29741,                0.87494,                0.95369,                0.96125,                0.97219,                0.89506,                0.95113,                0.96309,                 0.9712,                 0.7862,                0.32299,                0.53307,                0.24615,                0.71724,             0.00041118,             0.00041118,             0.00041118
                     49,                0.39014,                0.59097,                0.29772,                0.87352,                0.94215,                0.96874,                0.96736,                0.89136,                0.94349,                0.96704,                0.96822,                0.78974,                0.33718,                0.53433,                0.25858,                0.72213,             0.00040357,             0.00040357,             0.00040357
                     50,                0.38693,                0.58161,                0.29228,                0.87354,                0.95673,                0.95377,                0.97422,                0.89368,                0.96178,                0.95373,                0.97577,                0.79838,                0.34786,                0.53729,                0.25848,                0.72519,             0.00039596,             0.00039596,             0.00039596
                     51,                 0.3881,                0.59827,                0.29567,                0.87718,                0.94406,                0.97187,                0.97131,                0.89243,                0.94369,                0.96785,                0.97048,                0.79006,                0.33217,                0.52188,                0.25159,                0.72029,             0.00038835,             0.00038835,             0.00038835
                     52,                0.38328,                0.57792,                0.28747,                0.87408,                 0.9549,                0.95549,                0.97305,                0.90059,                0.94316,                0.96489,                0.97162,                0.79048,                0.33027,                0.52523,                  0.252,                0.71923,             0.00038073,             0.00038073,             0.00038073
                     53,                0.38754,                0.59166,                0.29175,                0.87542,                0.94599,                0.96906,                0.97123,                0.89079,                0.94439,                0.96631,                0.96761,                 0.7864,                0.34068,                0.53348,                  0.254,                0.72318,             0.00037312,             0.00037312,             0.00037312
                     54,                0.38367,                0.59324,                0.28989,                0.87256,                0.95279,                0.96549,                0.97472,                 0.8988,                0.94862,                 0.9635,                0.97229,                0.79037,                0.33905,                0.53122,                0.25006,                0.71911,             0.00036551,             0.00036551,             0.00036551
                     55,                0.37816,                0.56924,                0.28733,                0.87197,                0.96378,                0.94981,                0.97132,                0.88975,                0.95919,                0.94391,                0.96526,                 0.7846,                0.33806,                0.52847,                0.25744,                0.72004,             0.00035789,             0.00035789,             0.00035789
                     56,                 0.3782,                0.57585,                0.28733,                0.87131,                0.95723,                0.95319,                 0.9715,                0.89839,                0.95961,                0.96023,                0.97363,                0.79018,                0.33306,                0.52836,                0.24787,                0.72101,             0.00035028,             0.00035028,             0.00035028
                     57,                0.37527,                0.57434,                0.28376,                0.87205,                0.95014,                 0.9699,                0.97569,                0.89761,                0.94804,                0.96265,                0.97173,                0.79376,                0.32838,                0.52775,                0.24309,                0.71648,             0.00034267,             0.00034267,             0.00034267
                     58,                0.37427,                0.57395,                0.28326,                0.87123,                0.94626,                0.97111,                0.97152,                0.90011,                0.94319,                0.96417,                0.96725,                0.79304,                0.31969,                0.51328,                0.24533,                0.71777,             0.00033505,             0.00033505,             0.00033505
                     59,                0.37567,                0.57453,                0.28386,                 0.8721,                0.94745,                0.96894,                 0.9714,                0.89024,                0.94296,                0.96088,                 0.9643,                0.78121,                 0.3317,                0.51929,                0.24643,                0.71785,             0.00032744,             0.00032744,             0.00032744
                     60,                0.37228,                0.57362,                0.28054,                  0.872,                 0.9479,                0.96947,                0.97453,                0.90133,                0.94566,                0.96446,                0.97046,                0.79464,                0.32877,                0.53436,                 0.2408,                0.71778,             0.00031983,             0.00031983,             0.00031983
                     61,                0.37348,                0.57017,                0.27838,                0.86929,                0.95308,                 0.9681,                0.97456,                0.90001,                0.95055,                0.96171,                0.96942,                0.79248,                0.32984,                0.51885,                 0.2491,                0.72204,             0.00031221,             0.00031221,             0.00031221
                     62,                0.37106,                0.56518,                0.27869,                0.87122,                0.95049,                0.96557,                0.97064,                 0.8972,                0.94855,                0.96224,                 0.9669,                0.79249,                0.33094,                0.53162,                0.24281,                0.71759,              0.0003046,              0.0003046,              0.0003046
                     63,                0.36867,                0.56904,                0.27549,                0.86917,                0.94979,                0.96818,                0.97171,                0.89571,                0.94869,                0.96449,                0.97056,                0.79078,                0.31868,                 0.5171,                0.24025,                0.71286,             0.00029699,             0.00029699,             0.00029699
                     64,                0.36464,                0.55627,                0.27463,                0.86916,                0.95378,                0.96426,                0.97111,                0.89914,                0.94812,                 0.9604,                0.96661,                0.78792,                0.33013,                0.52584,                0.23687,                 0.7205,             0.00028937,             0.00028937,             0.00028937
                     65,                0.36505,                0.56481,                0.27483,                0.86679,                0.94796,                0.97084,                0.97294,                0.89896,                0.95218,                0.95289,                0.96632,                0.79311,                0.32541,                0.52649,                0.24466,                0.71389,             0.00028176,             0.00028176,             0.00028176
                     66,                0.36975,                0.56027,                0.27572,                0.86726,                0.94925,                0.96643,                0.97332,                0.90312,                0.94375,                0.96002,                0.96754,                0.79741,                 0.3172,                0.51955,                0.23887,                0.70972,             0.00027415,             0.00027415,             0.00027415
                     67,                0.36602,                0.55403,                0.27059,                0.86991,                0.94325,                0.97471,                0.97042,                 0.8969,                0.96842,                0.94614,                0.96817,                0.79364,                0.32514,                0.51966,                0.24631,                0.71903,             0.00026654,             0.00026654,             0.00026654
                     68,                 0.3645,                0.56328,                0.27268,                0.86682,                0.95232,                0.96687,                0.97233,                0.89946,                 0.9456,                0.96117,                0.96679,                0.79592,                0.32518,                  0.516,                0.24385,                0.71749,             0.00025892,             0.00025892,             0.00025892
                     69,                0.36043,                 0.5529,                0.26726,                0.86746,                0.95655,                0.95564,                0.97395,                0.90231,                0.95574,                0.94752,                0.96764,                0.79262,                0.32637,                0.52701,                0.23585,                0.71398,             0.00025131,             0.00025131,             0.00025131
                     70,                0.36443,                0.55333,                0.27252,                0.86853,                0.95011,                0.96496,                0.97392,                0.90071,                0.94644,                0.96067,                0.97033,                0.79717,                0.32653,                0.51464,                0.24004,                0.72092,              0.0002437,              0.0002437,              0.0002437
                     71,                0.35729,                0.55214,                0.26399,                0.86727,                0.94971,                0.97092,                0.97476,                0.90325,                0.94496,                0.96469,                0.97055,                0.79638,                0.32178,                 0.5115,                0.23635,                0.71586,             0.00023608,             0.00023608,             0.00023608
                     72,                 0.3609,                0.55103,                0.26738,                0.87004,                0.94365,                0.96457,                 0.9722,                0.90176,                0.94041,                0.96294,                0.96768,                0.79685,                0.32234,                 0.5132,                0.23607,                 0.7181,             0.00022847,             0.00022847,             0.00022847
                     73,                0.36068,                0.55262,                0.26623,                0.86916,                0.94407,                0.96645,                0.96982,                0.89732,                0.94429,                0.96405,                0.96851,                0.79382,                0.31461,                0.52085,                0.22949,                0.71602,             0.00022086,             0.00022086,             0.00022086
                     74,                0.35879,                0.54815,                0.26623,                0.86777,                0.95082,                0.97036,                0.97357,                0.90193,                0.96326,                0.95423,                0.97005,                0.79932,                0.31414,                 0.5127,                  0.228,                 0.7153,             0.00021324,             0.00021324,             0.00021324
                     75,                  0.358,                0.54891,                 0.2673,                 0.8669,                0.94833,                0.96904,                0.97518,                0.90455,                0.95228,                0.96111,                0.97215,                0.79683,                0.30965,                0.51656,                0.22987,                0.71528,             0.00020563,             0.00020563,             0.00020563
                     76,                0.35145,                0.53365,                0.25865,                0.86702,                 0.9426,                0.97407,                0.97333,                0.89882,                0.95717,                0.95355,                0.96969,                0.79889,                0.31671,                0.50194,                0.22879,                 0.7141,             0.00019802,             0.00019802,             0.00019802
                     77,                0.35442,                0.55136,                0.26151,                0.86634,                0.94306,                0.97366,                0.97564,                0.90305,                0.94425,                0.97366,                0.97349,                0.80249,                0.31543,                0.50805,                 0.2268,                0.71451,              0.0001904,              0.0001904,              0.0001904
                     78,                0.35153,                0.54054,                0.26187,                0.86658,                0.94722,                0.96859,                0.97209,                0.90258,                0.94213,                0.96127,                 0.9685,                0.79682,                0.31622,                0.51425,                0.22676,                0.71392,             0.00018279,             0.00018279,             0.00018279
                     79,                0.34641,                0.53898,                0.25596,                 0.8655,                0.94292,                0.96883,                0.96967,                0.89861,                0.94435,                0.96626,                0.96911,                0.79744,                0.31954,                0.50858,                 0.2281,                0.71282,             0.00017518,             0.00017518,             0.00017518
                     80,                0.34804,                0.53654,                0.25761,                0.86504,                0.94958,                0.96946,                0.97679,                0.90267,                0.94698,                0.95431,                0.96949,                0.79735,                0.31415,                0.50821,                0.22724,                0.71208,             0.00016757,             0.00016757,             0.00016757
                     81,                0.34929,                  0.537,                0.25684,                0.86684,                 0.9487,                0.97114,                0.97702,                0.90282,                0.94446,                0.96309,                0.96959,                0.79935,                0.31147,                0.51039,                0.22353,                0.71056,             0.00015995,             0.00015995,             0.00015995
                     82,                0.35137,                0.53734,                0.25564,                0.86618,                0.94876,                0.96954,                0.97737,                0.90364,                 0.9482,                0.96546,                 0.9721,                0.79873,                0.31178,                0.51399,                0.22871,                0.71317,             0.00015234,             0.00015234,             0.00015234
                     83,                 0.3476,                0.53857,                0.25568,                 0.8656,                0.95041,                0.96995,                0.97609,                0.90701,                0.94818,                0.96642,                0.97292,                0.80171,                0.30492,                0.51801,                0.21793,                0.70898,             0.00014473,             0.00014473,             0.00014473
                     84,                  0.345,                0.53741,                0.25278,                0.86245,                0.95053,                 0.9707,                0.97315,                0.90139,                0.94555,                 0.9613,                0.96736,                0.79278,                0.30817,                0.51431,                0.22083,                0.70934,             0.00013711,             0.00013711,             0.00013711
                     85,                0.34442,                0.53342,                0.25255,                0.86424,                 0.9456,                0.97326,                0.97446,                0.90346,                0.94096,                 0.9673,                0.96914,                0.79804,                0.31065,                0.50739,                0.22362,                0.71183,              0.0001295,              0.0001295,              0.0001295
                     86,                0.34553,                0.52725,                0.25331,                0.86321,                0.94998,                0.97056,                0.97575,                0.90441,                0.94512,                0.96107,                0.96974,                 0.7981,                0.31095,                0.51018,                0.22831,                0.71233,             0.00012189,             0.00012189,             0.00012189
                     87,                0.34482,                0.53102,                0.25122,                0.86502,                 0.9509,                0.96578,                0.97444,                0.90551,                0.94615,                0.96208,                0.97132,                0.79863,                0.30889,                0.50998,                0.22595,                0.71199,             0.00011427,             0.00011427,             0.00011427
                     88,                0.34224,                0.53071,                0.25179,                 0.8643,                0.94778,                0.97161,                0.97383,                0.90363,                0.94659,                0.95975,                0.96835,                0.79823,                0.30953,                0.51057,                0.22297,                0.70991,             0.00010666,             0.00010666,             0.00010666
                     89,                0.34442,                0.53148,                 0.2509,                0.86656,                0.95415,                 0.9647,                0.97485,                 0.9066,                0.94773,                0.95956,                0.96953,                0.79989,                 0.3053,                0.50533,                0.22189,                  0.709,             9.9047e-05,             9.9047e-05,             9.9047e-05
                     90,                0.34045,                0.53252,                 0.2493,                0.86336,                0.94935,                0.97056,                0.97622,                  0.909,                0.94819,                0.96137,                0.97158,                0.80431,                0.30572,                0.50912,                0.21912,                0.70941,             9.1434e-05,             9.1434e-05,             9.1434e-05
                     91,                0.31139,                0.51541,                0.23382,                0.83746,                0.94647,                0.97122,                0.97296,                  0.909,                0.95174,                0.96378,                0.97134,                0.80701,                0.27781,                0.45468,                0.21282,                0.70788,             8.3821e-05,             8.3821e-05,             8.3821e-05
                     92,                0.30117,                0.51103,                 0.2244,                0.83711,                0.94617,                0.97168,                 0.9727,                0.91131,                0.95144,                0.96861,                0.97331,                0.80888,                0.27313,                0.44975,                0.21145,                0.70701,             7.6208e-05,             7.6208e-05,             7.6208e-05
                     93,                0.29541,                0.49606,                0.21924,                0.83341,                0.94713,                0.97303,                0.97687,                0.91542,                0.95397,                0.96814,                 0.9774,                0.81277,                0.27088,                0.44627,                0.21097,                0.70646,             6.8595e-05,             6.8595e-05,             6.8595e-05
                     94,                0.29364,                0.49913,                0.21934,                0.83273,                0.94894,                0.97045,                0.97666,                0.91622,                 0.9575,                0.96407,                0.97703,                0.81262,                0.26951,                  0.443,                0.21033,                 0.7066,             6.0982e-05,             6.0982e-05,             6.0982e-05
                     95,                0.29023,                0.48866,                0.21421,                0.83428,                0.94637,                0.96898,                0.97444,                0.91452,                0.95332,                0.96286,                 0.9751,                0.81292,                0.26917,                0.44129,                0.21099,                0.70633,             5.3369e-05,             5.3369e-05,             5.3369e-05
                     96,                0.29106,                0.49107,                0.21332,                0.83149,                0.94646,                0.97155,                0.97554,                 0.9185,                0.96504,                0.95081,                  0.974,                0.81474,                0.26659,                 0.4408,                0.20955,                0.70502,             4.5756e-05,             4.5756e-05,             4.5756e-05
                     97,                0.28892,                 0.4881,                 0.2136,                0.82997,                0.94635,                0.97196,                0.97508,                 0.9183,                0.96731,                0.94764,                0.97291,                0.81281,                0.26765,                0.44048,                0.21068,                0.70526,             3.8142e-05,             3.8142e-05,             3.8142e-05
                     98,                0.28173,                0.48115,                0.20965,                0.83481,                0.94847,                0.97396,                0.97544,                0.91636,                 0.9646,                0.95295,                0.97178,                0.81434,                0.26808,                0.44059,                0.21021,                0.70563,             3.0529e-05,             3.0529e-05,             3.0529e-05
                     99,                0.28544,                0.48541,                0.21026,                0.83518,                0.94878,                0.97386,                0.97604,                0.91691,                0.96714,                0.95163,                0.97392,                0.81589,                0.26761,                0.44169,                0.21014,                0.70607,             2.2916e-05,             2.2916e-05,             2.2916e-05
                    100,                0.28253,                0.48198,                0.20917,                0.83469,                 0.9452,                0.97416,                0.97456,                0.91723,                0.96633,                0.95265,                0.97254,                0.81275,                0.26741,                0.44019,                0.21052,                0.70634,             1.5303e-05,             1.5303e-05,             1.5303e-05
