                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     21,                0.41877,                0.67917,                0.33828,                0.86785,                0.96045,                 0.9574,                0.97061,                0.86191,                0.96448,                0.95386,                 0.9746,                0.77989,                0.38133,                0.54274,                0.32082,                0.71997,             0.00026146,             0.00026146,             0.00026146
                     22,                0.39995,                0.64991,                0.31481,                0.86926,                0.95479,                0.95152,                0.97112,                0.86039,                0.96781,                0.95336,                0.97669,                 0.7673,                0.36379,                0.54803,                0.30858,                0.72051,             0.00023608,             0.00023608,             0.00023608
                     23,                0.38734,                0.63493,                0.30405,                0.85992,                0.94516,                0.96229,                0.96713,                0.85557,                0.95278,                0.96896,                0.97603,                0.78065,                0.36712,                0.54256,                0.31149,                0.72134,             0.00021071,             0.00021071,             0.00021071
                     24,                 0.3796,                0.63333,                0.29711,                0.85772,                0.95623,                0.95781,                 0.9701,                0.86001,                0.95395,                0.95513,                0.96918,                0.77266,                0.36168,                0.56168,                0.30173,                0.71944,             0.00018533,             0.00018533,             0.00018533
                     25,                0.37042,                 0.6134,                0.28767,                0.85597,                 0.9426,                0.96481,                0.97262,                0.86367,                0.94674,                0.97101,                0.98013,                0.79696,                0.35029,                0.53601,                0.29687,                0.70884,             0.00015995,             0.00015995,             0.00015995
                     26,                0.35752,                0.60503,                0.27502,                0.85486,                0.95625,                0.96271,                0.97453,                 0.8754,                0.95601,                0.96295,                0.97545,                0.78186,                0.34567,                0.52935,                 0.2885,                0.71281,             0.00013457,             0.00013457,             0.00013457
                     27,                0.35258,                  0.602,                0.27463,                0.85102,                0.96201,                 0.9601,                0.97394,                0.87274,                0.96827,                0.96654,                0.97911,                0.78584,                0.33729,                0.50998,                0.27911,                0.70915,              0.0001092,              0.0001092,              0.0001092
                     28,                0.34248,                0.58986,                0.26599,                0.85087,                0.95967,                0.95684,                0.97192,                0.87172,                 0.9562,                0.96992,                0.97808,                0.79357,                0.33588,                0.51566,                0.27799,                 0.7074,             8.3821e-05,             8.3821e-05,             8.3821e-05
                     29,                0.33235,                0.57904,                0.26082,                0.84592,                0.96458,                0.95836,                0.97275,                0.88013,                0.95908,                 0.9711,                 0.9798,                  0.805,                0.32744,                0.50715,                0.27374,                0.70745,             5.8444e-05,             5.8444e-05,             5.8444e-05
                     30,                0.33246,                0.57924,                0.25598,                 0.8471,                0.96398,                0.95882,                0.97494,                0.88016,                0.96708,                0.96769,                0.98119,                0.80953,                0.32127,                0.49951,                0.27107,                0.70515,             3.3067e-05,             3.3067e-05,             3.3067e-05
