                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     37,                0.39709,                0.60455,                0.29887,                0.88236,                0.95507,                0.96211,                0.96725,                0.85871,                0.94864,                0.96414,                0.96937,                 0.7756,                0.38439,                0.60639,                0.29101,                0.71903,             0.00022086,             0.00022086,             0.00022086
                     38,                0.39496,                0.61477,                 0.2981,                0.88026,                0.95834,                 0.9653,                0.96695,                0.85659,                0.96386,                0.96694,                0.97518,                0.78082,                0.37194,                0.58968,                0.27138,                0.71167,             0.00020563,             0.00020563,             0.00020563
                     39,                 0.3929,                0.60757,                0.29818,                0.87823,                0.95879,                0.95992,                0.96847,                0.86632,                0.96223,                0.96335,                 0.9745,                0.77967,                0.38716,                0.58421,                0.29359,                0.72554,              0.0001904,              0.0001904,              0.0001904
                     40,                0.38581,                0.60864,                0.28982,                0.87934,                0.95365,                0.96397,                0.97363,                0.87812,                0.95741,                0.96648,                0.97942,                0.78986,                0.36615,                0.57049,                 0.2744,                0.71155,             0.00017518,             0.00017518,             0.00017518
                     41,                0.36657,                 0.6159,                0.31294,                 0.8505,                0.95621,                0.96183,                0.96967,                0.88014,                0.95867,                0.96441,                0.97506,                0.78688,                0.35132,                0.51918,                0.28665,                0.71282,             0.00015995,             0.00015995,             0.00015995
                     42,                0.35454,                0.58306,                0.27522,                0.85191,                0.95636,                0.96246,                0.97439,                0.88188,                0.96143,                0.96375,                0.97764,                0.78608,                0.35523,                0.53278,                 0.2929,                0.71654,             0.00014473,             0.00014473,             0.00014473
                     43,                 0.3527,                0.58136,                0.27098,                0.85221,                0.95903,                0.95948,                0.97066,                0.87409,                 0.9665,                0.96659,                0.97739,                0.78447,                0.35551,                0.52772,                0.28468,                0.71615,              0.0001295,              0.0001295,              0.0001295
                     44,                0.34245,                0.57686,                0.25804,                0.84967,                0.96545,                0.95563,                0.97533,                0.88805,                0.96842,                0.95863,                0.97894,                0.80317,                 0.3318,                0.50718,                0.27731,                0.70963,             0.00011427,             0.00011427,             0.00011427
                     45,                0.33468,                0.57287,                0.27415,                0.84188,                0.96363,                0.95766,                0.97557,                0.88558,                0.96743,                0.96274,                0.98084,                 0.8007,                0.33668,                0.51516,                0.27857,                0.71189,             9.9047e-05,             9.9047e-05,             9.9047e-05
                     46,                0.33629,                0.57177,                0.25111,                0.84744,                0.96169,                0.96128,                0.97265,                0.88338,                0.96857,                0.96189,                 0.9768,                0.79126,                0.34074,                0.51768,                0.27965,                0.71466,             8.3821e-05,             8.3821e-05,             8.3821e-05
                     47,                0.32537,                0.55064,                0.24508,                0.84435,                0.95855,                0.96721,                0.97509,                0.88244,                0.96614,                 0.9671,                0.97979,                0.79801,                0.33425,                0.53317,                0.27169,                 0.7104,             6.8595e-05,             6.8595e-05,             6.8595e-05
                     48,                0.32482,                0.55365,                0.24098,                0.84463,                0.95848,                0.96706,                0.97646,                0.89065,                0.96539,                 0.9639,                0.97943,                 0.8001,                0.32688,                0.52639,                 0.2728,                0.71159,             5.3369e-05,             5.3369e-05,             5.3369e-05
                     49,                0.31747,                0.55217,                0.24055,                0.84343,                0.95915,                0.96295,                0.97483,                0.88698,                0.95853,                0.97044,                0.98092,                0.79854,                0.32579,                0.52109,                0.27162,                0.71164,             3.8142e-05,             3.8142e-05,             3.8142e-05
                     50,                0.31538,                0.53903,                0.23864,                0.84288,                0.95973,                0.96198,                0.97536,                0.88964,                0.96257,                0.96364,                0.98129,                0.80423,                0.32496,                0.51745,                0.26804,                0.70992,             2.2916e-05,             2.2916e-05,             2.2916e-05
